"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","jp_parent_route_id"
"28_28161_1_20240702","9330001006723","","R1-2：国町→川尻町～熊日前（旧道→桜町バスターミナル",,"3",,,,"28"
"28_28170_1_20240702","9330001006723","","R1-5：桜町バスターミナル→川尻市道～→松橋",,"3",,,,"28"
"28_28171_1_20240702","9330001006723","","R1-5：松橋→川尻市道～→桜町バスターミナル",,"3",,,,"28"
"28_28180_1_20240702","9330001006723","","R1-5：北窪→県庁～川尻市道→松橋",,"3",,,,"28"
"28_28190_1_20240702","9330001006723","","R1-2：北窪→県庁前～川尻市道→国町",,"3",,,,"28"
"28_28200_1_20240702","9330001006723","","R1-1：北窪→県庁前～川尻市道→川尻町",,"3",,,,"28"
"30_30110_1_20240702","9330001006723","","A5-2：桜町バスターミナル→植木～日置→山鹿温泉",,"3",,,,"30"
"30_30111_1_20240702","9330001006723","","A5-2：山鹿温泉→日置～植木→桜町バスターミナル",,"3",,,,"30"
"30_30121_1_20240702","9330001006723","","A5-2：山鹿温泉→日置～植木→田崎橋",,"3",,,,"30"
"30_30150_1_20240702","9330001006723","","A5-2：田崎橋→植木～日置→山鹿温泉",,"3",,,,"30"
"31_31120_1_20240702","9330001006723","","A5-3：桜町バスターミナル→植木温泉～日置→山鹿温泉",,"3",,,,"31"
"31_31121_1_20240702","9330001006723","","A5-3：山鹿温泉→日置～植木温泉→桜町バスターミナル",,"3",,,,"31"
"33_33170_1_20240702","9330001006723","","A5-1：桜町バスターミナル→植木～来民バイパス→山鹿温泉",,"3",,,,"33"
"33_33171_1_20240702","9330001006723","","A5-1：山鹿温泉→来民バイパス～植木→桜町バスターミナル",,"3",,,,"33"
"33_33181_1_20240702","9330001006723","","A5-1：山鹿温泉→来民バイパス～植木→田崎橋",,"3",,,,"33"
"33_33190_1_20240702","9330001006723","","A5-1：田崎橋→植木～来民バイパス→山鹿温泉",,"3",,,,"33"
"35_35290_1_20240702","9330001006723","","寺尾病院前→北谷→菊水ロマン館前",,"3",,,,"35"
"35_35291_1_20240702","9330001006723","","菊水ロマン館前→北谷→寺尾病院前",,"3",,,,"35"
"36_36300_1_20240702","9330001006723","","T2-3：桜町バスターミナル→西区役所～河内農協前→天水支所",,"3",,,,"36"
"36_36301_1_20240702","9330001006723","","T2-3：天水支所→河内農協～西区役所→桜町バスターミナル",,"3",,,,"36"
"36_36310_1_20240702","9330001006723","","T2-2：桜町バスターミナル→西区役所～河内農協→小天温泉",,"3",,,,"36"
"36_36311_1_20240702","9330001006723","","T2-2：小天温泉→河内農協～西区役所→桜町バスターミナル",,"3",,,,"36"
"37_37050_1_20240702","9330001006723","","U3-1：桜町バスターミナル→芳野～河内→河内温泉センター",,"3",,,,"37"
"37_37051_1_20240702","9330001006723","","U3-1：河内温泉センター→芳野～→桜町バスターミナル",,"3",,,,"37"
"38_38240_1_20240702","9330001006723","","A3-2：桜町バスターミナル→木葉～大倉→玉名駅前",,"3",,,,"38"
"38_38241_1_20240702","9330001006723","","A3-2：玉名駅前→木葉～大倉→桜町バスターミナル",,"3",,,,"38"
"38_38250_1_20240702","9330001006723","","植木→木葉～大倉→玉名駅前",,"3",,,,"38"
"38_38251_1_20240702","9330001006723","","玉名駅前→大倉～木葉→植木",,"3",,,,"38"
"41_41110_1_20240702","9330001006723","","R3-5：桜町バスターミナル→川尻バイパス～宇土駅東口→松橋",,"3",,,,"41"
"41_41111_1_20240702","9330001006723","","R3-5：松橋→宇土駅東口～川尻バイパス→桜町バスターミナル",,"3",,,,"41"
"41_41130_1_20240702","9330001006723","","R3-3：桜町バスターミナル→川尻バイパス～大慈禅寺→南区役所",,"3",,,,"41"
"41_41131_1_20240702","9330001006723","","R3-3：南区役所→大慈禅寺～川尻バイパス→桜町バスターミナル",,"3",,,,"41"
"41_41140_1_20240702","9330001006723","","R3-4：桜町バスターミナル→川尻バイパス～大慈禅寺→宇土駅東口",,"3",,,,"41"
"41_41141_1_20240702","9330001006723","","R3-4：宇土駅東口→大慈禅寺～川尻バイパス→桜町バスターミナル",,"3",,,,"41"
"42_42200_1_20240702","9330001006723","","R2-2：桜町バスターミナル→熊日前～川尻町（旧道→国町",,"3",,,,"42"
"42_42201_1_20240702","9330001006723","","R2-2：国町→川尻町～熊日前→桜町バスターミナル",,"3",,,,"42"
"42_42210_1_20240702","9330001006723","","R2-1：桜町バスターミナル→五反田～→川尻町",,"3",,,,"42"
"42_42211_1_20240702","9330001006723","","R2-1：川尻町→川尻町（旧道～五反田→桜町バスターミナル",,"3",,,,"42"
"43_43090_1_20240702","9330001006723","","大津高校前→大津北中学校～矢護川→菊池産交",,"3",,,,"43"
"43_43091_1_20240702","9330001006723","","菊池産交→矢護川～大津北中学校→大津高校前",,"3",,,,"43"
"44_44290_1_20240702","9330001006723","","7：阿蘇駅前→唐笠松～ステーション→杖立",,"3",,,,"44"
"44_44291_1_20240702","9330001006723","","7：杖立→ステーション～唐笠松→阿蘇駅前",,"3",,,,"44"
"45_45130_1_20240702","9330001006723","","山鹿温泉→十三部～遊蛇口→菊池産交",,"3",,,,"45"
"45_45131_1_20240702","9330001006723","","菊池産交→遊蛇口～十三部→山鹿温泉",,"3",,,,"45"
"46_46080_1_20240702","9330001006723","","山鹿市役所前→平山温泉～三加和温泉→南関上町",,"3",,,,"46"
"46_46081_1_20240702","9330001006723","","南関上町→三加和温泉～平山温泉→山鹿市役所前",,"3",,,,"46"
"48_48121_1_20240702","9330001006723","","菊池プラザ→水辺プラザ～鹿本農高前→山鹿温泉",,"3",,,,"48"
"48_48130_1_20240702","9330001006723","","山鹿温泉→水辺プラザ～翔陽高校→肥後大津駅",,"3",,,,"48"
"48_48131_1_20240702","9330001006723","","肥後大津駅→翔陽高校～水辺プラザ→山鹿温泉",,"3",,,,"48"
"49_49050_1_20240702","9330001006723","","木山→山西～森→大津産交",,"3",,,,"49"
"49_49051_1_20240702","9330001006723","","P50：大津産交→森～山西→木山",,"3",,,,"49"
"49_49060_1_20240702","9330001006723","","木山→山西～岩坂→大津産交",,"3",,,,"49"
"49_49061_1_20240702","9330001006723","","P50：大津産交→岩坂～山西→木山",,"3",,,,"49"
"49_49330_1_20240702","9330001006723","","大津町役場→セントラル病院→吹田団地",,"3",,,,"49"
"49_49331_1_20240702","9330001006723","","吹田団地→セントラル病院→大津町役場",,"3",,,,"49"
"49_49930_1_20240702","9330001006723","","土林→山西～森→大津産交",,"3",,,,"49"
"49_49931_1_20240702","9330001006723","","大津産交→森～山西→土林",,"3",,,,"49"
"49_49940_1_20240702","9330001006723","","土林→岩坂→大津",,"3",,,,"49"
"49_49941_1_20240702","9330001006723","","大津→岩坂→土林",,"3",,,,"49"
"50_50110_1_20240702","9330001006723","","松橋→大口～三角病院→三角産交",,"3",,,,"50"
