"route_id","route_update_date","origin_stop","via_stop","destination_stop"
"51_51210_1_20260201","20260201","山鹿バスセンター",,"玉名駅前"
"12_12240_1_20260201","20260201","桜町バスターミナル",,"光の森産交"
"43_43110_1_20260201","20260201","大津支援学校前",,"県立技術短期大学前"
"50_50121_1_20260201","20260201","三角産交",,"松橋駅"
"721_721050_1_20260201","20260201","西部車庫",,"阿蘇くまもと空港"
"3_3090_1_20260201","20260201","五丁",,"木山産交"
"17_17201_1_20260201","20260201","植木駐車場",,"田崎橋"
"27_27090_1_20260201","20260201","西部車庫",,"竜田口駅前"
"56_56030_1_20260201","20260201","本渡バスセンター",,"富岡港"
"165_165041_1_20260201","20260201","玉名駅前",,"くまもと県北病院"
"165_165050_1_20260201","20260201","くまもと県北病院",,"玉名駅前"
"48_48151_1_20260201","20260201","肥後大津駅",,"山鹿バスセンター"
"19_19111_1_20260201","20260201","小島産交",,"水道町"
"58_58130_1_20260201","20260201","本渡バスセンター",,"山の浦"
"6_6161_1_20260201","20260201","御船",,"桜町バスターミナル"
"48_48141_1_20260201","20260201","肥後大津駅",,"本田技研工業　東"
"49_49060_1_20260201","20260201","木山産交",,"大津産交"
"1_1171_1_20260201","20260201","木山産交",,"小島産交"
"7_7010_1_20260201","20260201","川口二丁",,"戸島駐車場前"
"118_118050_1_20260201","20260201","八代産交",,"八代産交"
"18_18240_1_20260201","20260201","桜町バスターミナル",,"植木駐車場"
"33_33170_1_20260201","20260201","桜町バスターミナル",,"山鹿バスセンター"
"42_42210_1_20260201","20260201","桜町バスターミナル",,"リバグリーン八幡"
"23_23201_1_20260201","20260201","ＪＡ飽田支所前",,"水道町"
"123_123231_1_20260201","20260201","涼水戸温泉前",,"人吉産交"
"141_141021_1_20260201","20260201","天草空港",,"本渡バスセンター"
"123_123121_1_20260201","20260201","石水寺入口",,"人吉産交"
"129_129710_1_20260201","20260201","人吉産交",,"市房登山口"
"112_112361_1_20260201","20260201","宮原中央",,"八代駅前"
"52_52161_1_20260201","20260201","松橋駅",,"宇土駅前"
"146_146091_1_20260201","20260201","宇土シティモール南口",,"宇土シティモール南口"
"13_13250_1_20260201","20260201","桜町バスターミナル",,"光の森産交"
"115_115610_1_20260201","20260201","つなぎ温泉前",,"水俣産交"
"61_61220_1_20260201","20260201","本渡バスセンター",,"松島"
"741_741040_1_20260201","20260201","火の山温泉どんどこ湯",,"阿蘇山上ターミナル"
"27_27051_1_20260201","20260201","楠団地（二里木経由）",,"桜町バスターミナル"
"75_75041_1_20260201","20260201","黒川",,"小国産交前"
"129_129751_1_20260201","20260201","市房登山口",,"人吉産交"
"131_131271_1_20260201","20260201","三角産交",,"さんぱーる"
"12_12081_1_20260201","20260201","吹田団地",,"桜町バスターミナル"
"86_86700_1_20260201","20260201","高森駅前",,"高森中央"
"16_16111_1_20260201","20260201","光の森産交",,"桜町バスターミナル"
"7_7031_1_20260201","20260201","小山団地",,"五丁"
"54_54201_1_20260201","20260201","南関上町",,"玉名駅前"
"94_94141_1_20260201","20260201","新玉名駅",,"玉名駅前"
"62_62260_1_20260201","20260201","本渡バスセンター",,"下田温泉"
"123_123200_1_20260201","20260201","石水寺入口",,"神瀬福祉センターたかおと前"
"49_49931_1_20260201","20260201","大津産交",,"土林"
"60_60230_1_20260201","20260201","本渡バスセンター",,"松島"
"75_75040_1_20260201","20260201","小国産交前",,"黒川"
"705_705050_1_20260201","20260201","熊本駅前",,"延岡駅"
"5_5050_1_20260201","20260201","西部車庫",,"小楠記念館入口"
"81_81500_1_20260201","20260201","阿蘇医療センター",,"阿蘇駅前"
"89_89150_1_20260201","20260201","田原坂ニュータウン",,"山鹿バスセンター"
"3_3031_1_20260201","20260201","木山産交",,"小島産交"
"13_13210_1_20260201","20260201","桜町バスターミナル",,"光の森産交"
"86_86710_1_20260201","20260201","フレイン高森店",,"高森中央"
"751_751011_1_20260201","20260201","高千穂",,"阿蘇駅前"
"148_148100_1_20260201","20260201","菊陽町役場（菊陽循環）",,"菊陽町役場（菊陽循環）"
"70_70090_1_20260201","20260201","荒尾バスセンター",,"荒尾駅前"
"13_13230_1_20260201","20260201","熊本駅前",,"光の森産交"
"20_20011_1_20260201","20260201","桜町バスターミナル",,"熊本港フェリーのりば前"
"20_20021_1_20260201","20260201","小島産交",,"桜町バスターミナル"
"49_49360_1_20260201","20260201","大津町役場",,"吹田団地"
"130_130131_1_20260201","20260201","人吉駅前",,"人吉ＩＣ乗降口"
"53_53341_1_20260201","20260201","玉名駅前",,"山鹿バスセンター"
"112_112360_1_20260201","20260201","八代駅前",,"宮原中央"
"130_130081_1_20260201","20260201","人吉駅前",,"人吉ＩＣ乗降口"
"134_134040_1_20260201","20260201","本渡バスセンター",,"通詞島"
"17_17240_1_20260201","20260201","田崎橋",,"木留"
"121_121480_1_20260201","20260201","木臼野上",,"水俣市役所"
"27_27081_1_20260201","20260201","楠団地（二里木経由）",,"西部車庫"
"36_36310_1_20260201","20260201","桜町バスターミナル",,"小天温泉"
"86_86680_1_20260201","20260201","高森駅前",,"高森中央"
"96_96430_1_20260201","20260201","高森中央",,"立野駅"
"138_138051_1_20260201","20260201","新和支所",,"本渡バスセンター"
"128_128431_1_20260201","20260201","柳原",,"水上役場前"
"49_49940_1_20260201","20260201","土林",,"大津産交"
"3_3480_1_20260201","20260201","熊本駅前",,"阿蘇くまもと空港"
"13_13241_1_20260201","20260201","光の森産交",,"桜町バスターミナル"
"106_106110_1_20260201","20260201","八代市役所前",,"種山"
"120_120731_1_20260201","20260201","招川内",,"茂道漁港"
"123_123140_1_20260201","20260201","人吉産交",,"石水寺入口"
"154_154111_1_20260201","20260201","八代市役所前",,"松橋駅"
"87_87610_1_20260201","20260201","阿蘇山上ターミナル",,"火口"
"43_43091_1_20260201","20260201","菊池産交",,"大津高校前"
"49_49051_1_20260201","20260201","大津産交",,"木山産交"
"130_130121_1_20260201","20260201","人吉駅前",,"人吉ＩＣ乗降口"
"45_45130_1_20260201","20260201","山鹿バスセンター",,"菊池産交"
"14_14260_1_20260201","20260201","桜町バスターミナル",,"光の森産交"
"104_104020_1_20260201","20260201","さんぱーる",,"さんぱーる"
"133_133541_1_20260201","20260201","赤崎（天草・池の浦）",,"さんぱーる"
"45_45131_1_20260201","20260201","菊池産交",,"山鹿バスセンター"
"33_33181_1_20260201","20260201","山鹿バスセンター",,"田崎橋"
"17_17191_1_20260201","20260201","小野泉水公園",,"田崎橋"
"48_48140_1_20260201","20260201","本田技研工業　東",,"肥後大津駅"
"96_96421_1_20260201","20260201","立野駅",,"高森中央"
"102_102060_1_20260201","20260201","さんぱーる",,"さんぱーる"
"751_751010_1_20260201","20260201","阿蘇駅前",,"高千穂"
"1_1170_1_20260201","20260201","小島産交",,"木山産交"
"24_24030_1_20260201","20260201","北窪",,"富尾団地"
"129_129721_1_20260201","20260201","多良木駅前",,"人吉産交"
"721_721061_1_20260201","20260201","阿蘇くまもと空港",,"桜町バスターミナル"
"9_9201_1_20260201","20260201","戸島駐車場前",,"桜町バスターミナル"
"101_101111_1_20260201","20260201","宇土駅前",,"三角産交"
"75_75061_1_20260201","20260201","ゆうステーション",,"ゆうステーション"
"9_9311_1_20260201","20260201","小山団地",,"西部車庫"
"44_44300_1_20260201","20260201","阿蘇駅前",,"杖立"
"86_86690_1_20260201","20260201","フレイン高森店",,"高森中央"
"37_37051_1_20260201","20260201","河内温泉センター",,"桜町バスターミナル"
"117_117591_1_20260201","20260201","大川公民館前",,"水俣駅前"
"60_60271_1_20260201","20260201","松島",,"本渡バスセンター"
"96_96441_1_20260201","20260201","南阿蘇村役場",,"高森中央"
