"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"3_3021_1_20260201","1271_127104_20260201","127104_13181_20260201","桜町バスターミナル",,,,,,,"1271"
"3_3021_1_20260201","1271_127105_20260201","127105_15566_20260201","桜町バスターミナル",,,,,,,"1271"
"3_3021_1_20260201","1271_127105_20260201","127105_15572_20260201","桜町バスターミナル",,,,,,,"1271"
"3_3021_1_20260201","1285_128501_20260201","128501_6007_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6008_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6009_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6010_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6011_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6013_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6014_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6015_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6016_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6017_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6019_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128501_20260201","128501_6020_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8398_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8399_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8400_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8401_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8402_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8404_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8405_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8406_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8407_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8408_20260201","桜町バスターミナル",,,,,,,"1285"
"3_3021_1_20260201","1285_128502_20260201","128502_8410_20260201","桜町バスターミナル",,,,,,,"1285"
